,Fact,Note
4098,"
        A 1 an, Chuck Norris ne lisait pas ""Martine à la plage"", il aidait J.P Sartre à écrire ""L'être et le Néant"".
 ",8.29 / 10 
4099,"
        Chuck norris ne s'est jamais pesé... On ne balance pas Chuck Norris.
 ",8.29 / 10 
4100,"
        Des Archéologues ont réussi à déchiffrer les hiéroglyphes sur le tombeau du dieu égyptien de la mort, ils sont unanime, la traduction est C.H.U.C.K.N.O.R.R.I.S
 ",8.29 / 10 
4101,"
        Chuck Norris a vendu Pierre Bellemare.
 ",8.29 / 10 
4102,"
        Quand Chuck Norris baîlle, le cri de Tarzan ressemble à un miaulement de bébé chaton.
 ",8.29 / 10 
4103,"
        Chuck Norris peux trouver du foin dans une meule d'aiguilles
 ",8.29 / 10 
4104,"
        Chuck Norris possède la plus grande et la plus grosse voiture du monde. Elle est immatriculée CMB.
 ",8.29 / 10 
4105,"
        Quand Chuck Norris vous appelle, c'est votre forfait qui est débité.
 ",8.29 / 10 
4106,"
        Chuck Norris is watching big brother.
 ",8.29 / 10 
4107,"
        Quand il était petit, le Père Noël faisait sa liste au Chuck Norris.
 ",8.29 / 10 
4108,"
        Enfant, Chuck Norris faisait du mécano: Terminator fût sa première création.
 ",8.29 / 10 
4109,"
        Obut calibre les boules de pétanques d'après les testicules de Chuck Norris.
 ",8.29 / 10 
4110,"
        Chuck Norris ne joue pas aux échecs, il gagne
 ",8.29 / 10 
4111,"
        Quand il était bébé, c'est Chuck qui gardait Super Nanny.
 ",8.29 / 10 
4112,"
        La première fois qu'un homme gravit l'Everest, il y a trouvé Chuck Norris.
 ",8.29 / 10 
4113,"
        Quand vous dites ""personne n'est parfait"", Chuck Norris le prend comme une injure personnelle.
 ",8.29 / 10 
4114,"
        Chuck Norris peut faire un clic droit avec une souris mac.
 ",8.29 / 10 
4115,"
        Si Chuck Norris avait été sur le Titanic, il aurait tenu les deux morceaux du navire jusqu'à New-York.
 ",8.29 / 10 
4116,"
        Le lait en poudre n'était pas en poudre avant de rencontrer Chuck Norris.
 ",8.29 / 10 
4117,"
        Dieu prie Chuck Norris tous les matins
 ",8.29 / 10 
4118,"
        Un jour, Chuck Norris a plongé dans la Mer Rouge. Moïse en a profité pour passer.
 ",8.29 / 10 
4119,"
        le tigre a l'oeil de Chuck Norris.
 ",8.29 / 10 
4120,"
        Si les éléphants se souviennent de tout, c'est pour ne jamais oublier Chuck Norris...
 ",8.29 / 10 
4121,"
        Chuck Norris peut sortir d'un labyrhinte sans y être entré.
 ",8.29 / 10 
4122,"
        Chuck Norris peut être bavard comme une carpe.
 ",8.29 / 10 
4123,"
        Chuck Norris sait faire une omelette sans casser d'oeufs.
 ",8.29 / 10 
4124,"
        Chuck Norris peut rendre la monnaie sur 1 centime.
 ",8.29 / 10 
4125,"
        Chuck Norris peut marcher sur les mains. Mais pas les siennes.
 ",8.29 / 10 
4126,"
        Quand Steven Seagal rate un coup de poing, il t'enrhume.
Quand Chuck Norris rate un coup de poing, il te refile le virus ébola.
 ",8.29 / 10 
4127,"
        Si le hasard existe, c'est parce que Chuck n'aime pas s'occuper de tout en même temps
 ",8.29 / 10 
4128,"
        Chuck Norris a deja gagné la super cagnotte Euromillion avec un ticket Morpion
 ",8.29 / 10 
4129,"
        Chuck Norris sait faire du feu avec de l'eau.
 ",8.29 / 10 
4130,"
        Chuck Norris sait que vous lisez cette phrase.
 ",8.29 / 10 
4131,"
        Chuck Norris sniffe des rails de poudre à canon.
 ",8.29 / 10 
4132,"
        Dans la vie, on a toujours le choix...sauf si Chuck Norris t'a donné un ordre.
 ",8.29 / 10 
4133,"
        C'est Chuck Norris qui a embauché son patron.
 ",8.29 / 10 
4134,"
        Les filles de Chuck Norris ne jouent pas à la Barbie. Elles jouent avec Chucky.
 ",8.29 / 10 
4135,"
        Chuck Norris peut réconcilier tous les personnages de Dallas
 ",8.29 / 10 
4136,"
        Quand Chuck Norris à libéré Ingrid, il pensait tourner le numéro 2012 de Walker Texas Rangers.
 ",8.29 / 10 
4137,"
        Quand Chuck Norris prend le métro, il est toujours en Première Classe.
 ",8.29 / 10 
4138,"
        Le nombre Pi s'arrêtera quand Chuck Norris l'aura décidé.
 ",8.29 / 10 
4139,"
        Quand Chuck Norris dit ""que personne ne bouge!"", la terre s'arrête de tourner.
 ",8.29 / 10 
4140,"
        Si tu écris Chuck Norris dans la Death Note, la Death note rigole....MAGIQUE
 ",8.29 / 10 
4141,"
        Chuck Norris peut enlever ses chaussettes sans enlever ses chaussures.
 ",8.29 / 10 
4142,"
        Quand Chuck Norris roule à 80 sur la voie de gauche de l'autoroute, les gens l'attendent au péage et le félicitent pour sa prudence sur la route.
 ",8.29 / 10 
4143,"
        Chuck Norris ne compte jamais sur ses doigts. Il ne compte que sur ses poings.
 ",8.29 / 10 
4144,"
        Quand la Mer écoute dans un coquillage, elle entend Chuck Norris.
 ",8.29 / 10 
4145,"
        Quand Chuck Norris dit qu'il va manger des petits suisses, comprenez qu'il part pour Lausanne.
 ",8.29 / 10 
4146,"
        Rocco Sifredi s'est arrêter de faire du porno quand il a vu Chuck Norris prendre une douche.
 ",8.29 / 10 
4147,"
        Dans les scènes de grosse baston, Chuck Norris utilise une doublure... pour la sécurité des autres acteurs.
 ",8.29 / 10 
4148,"
        Chuck Norris sait lire la police ""Webdings"".
 ",8.29 / 10 
4149,"
        Chuck Norris a déja converti des végétariens au cannibalisme.
 ",8.29 / 10 
4150,"
        Chuck Norris a mis bouddah en rogne
 ",8.28 / 10 
4151,"
        Chuck Norris n'a jamais tord. La seul fois qu'il eu tord, c'est parce qu'il pensait qu'il avait tord.
 ",8.28 / 10 
4152,"
        Chuck Norris sait ranger une notice de médicament dans la boîte sans la froisser.
 ",8.28 / 10 
4153,"
        Si Terminator dit qu'il va revenir, c'est pour avoir un autographe de Chuck Norris.
 ",8.28 / 10 
4154,"
        A l'origine, John Lenon a dit ""nous sommes aussi connus que Chuck Norris"". Mais les médias ont cencuré ses propos, préférant remplacer ce nom par Jésus. C'est moins choquant.
 ",8.28 / 10 
4155,"
        Lucky Luke, l'homme qui tire plus vite que son ombre... 
Chuck Norris, l'homme qui a tué son ombre...
 ",8.28 / 10 
4156,"
        Chuck Norris frappe si vite que ses ennemis n'ont pas le temps de voir leur vie défiler devant leurs yeux.
 ",8.28 / 10 
4157,"
        La dernière fois que Chuck Norris a voulu avoir des enfants, il y a eu un baby-boom.
 ",8.28 / 10 
4158,"
        Le véritable traumatisme dans la vie d'un enfant n'est pas d'apprendre que le Père Noël n'existe pas mais d'apprendre que Chuck Norris, lui, existe bel et bien.
 ",8.28 / 10 
4159,"
        Maintenant sur les ordinateurs, il n'y a plus de touche Supprimer, juste une touche Chuck Norris
 ",8.28 / 10 
4160,"
        Chuck Norris aime jouer à la roulette russe avec un semi-automatique.
 ",8.28 / 10 
4161,"
        Un jour Chuck Norris ira en Afrique et ce jour là, les hyènes rigoleront beaucoup moins !
 ",8.28 / 10 
4162,"
        Un jour Chuck Norris a marché sur le pied de Bruce lee. Depuis il ne peut s'empêcher de crier quand il s'en sert...
 ",8.28 / 10 
4163,"
        Si Chuck Norris n'a pas écrit sa biographie, c'est tout simplement pour ne pas faire d'ombre à la Bible.
 ",8.28 / 10 
4164,"
        La vénus de Milo mangeait trop de chocolat, ça a finit par gonfler Chuck Norris.
 ",8.28 / 10 
4165,"
        On sait peu de choses sur le soldat inconnu, mis à part qu'il avait croisé Chuck Norris.
 ",8.28 / 10 
4166,"
        Fumer ne tue pas Chuck Norris !
 ",8.28 / 10 
4167,"
        Chuck Norris a expliqué le principe de la fission nucléaire faciale aux frères Bogdanoff
 ",8.28 / 10 
4168,"
        La nuit tombe une fois que Chuck Norris a décidé de dormir.
 ",8.28 / 10 
4169,"
        Chuck Norris est le seul être vivant à avoir pu faire l'amour à la forêt vierge
 ",8.28 / 10 
4170,"
        Djibril Cissé a écrasé 2 fois le pied de Chuck Norris.
 ",8.28 / 10 
4171,"
        Chuck Norris ne te paye pas un coup. Il t'en donne plusieurs.
 ",8.28 / 10 
4172,"
        Qu'est ce qu'une Lada au sommet d'une montagne?
Un miracle?
Non, c'est Chuck Norris qui était au volant.
 ",8.28 / 10 
4173,"
        12 animaux ont répondu à l'appel de Bouddha. Les autres ont préféré Chuck Norris.
 ",8.28 / 10 
4174,"
        Quand Chuck Norris est au pied du mur, le mur s'écarte.
 ",8.28 / 10 
4175,"
        ""Made in Chuck Norris"" est une marque déposée...uniquement par le pied de Chuck Norris dans ta gueule
 ",8.28 / 10 
4176,"
        Chuck norris a sauté sur l'occasion:il l'a meme ecrasée
 ",8.28 / 10 
4177,"
        Chuck Norris peut manger de la nourriture anglaise.
 ",8.28 / 10 
4178,"
        Contrairement aux idées reçues, Chuck Norris n'est pas violent. Ce sont ses adorateurs qui se jettent sur ses pieds, ses mains (voire même son front) pour l'aduler.
 ",8.28 / 10 
4179,"
        Chuck Norris peut tuer ce qui est déja mort .
 ",8.28 / 10 
4180,"
        Chuck Norris maîtrise la fusion à froid. Mais Chuck Norris n'aime pas parler de ses problèmes intestinaux.
 ",8.28 / 10 
4181,"
        Luky Luke est mort, Chuck a tiré le premier...
 ",8.28 / 10 
4182,"
        Au commencement il n'y avait rien, puis Chuck Norris a botté le cul à ce rien criant « Trouve toi un travail! » ainsi commença l'histoire de l'univers.
 ",8.28 / 10 
4183,"
        Un jour Chuck Norris a abattu un avion de chasse allemand juste en criant : ""Pan"".
 ",8.28 / 10 
4184,"
        Sartre s'est trompé. L'enfer c'est Chuck Norris.
 ",8.28 / 10 
4185,"
        Il y a trois choses que l'on ne peut pas regarder en face : le soleil, la mort et Chuck Norris.
 ",8.28 / 10 
4186,"
        Les aveugles peuvent voir Chuck Norris
 ",8.28 / 10 
4187,"
        Tous les chemins mènent à Rome. Sauf si Chuck Norris veut aller autre part.
 ",8.28 / 10 
4188,"
        Dans GTA, tapez le code Chuck Norris, vous aurez des munitions illimitées, Sex Appeal à fond, vies infinies, argent illimité, les banques vous donnent leur argent, les gens vous donnent leurs voitures, vous possédez toutes les propriétés de la ville, et les flic vous fuient.
 ",8.28 / 10 
4189,"
        Quand Chuck Norris va à Brest, il peut voir la statue de la liberté. A Berlin aussi d'ailleurs.
 ",8.28 / 10 
4190,"
        ""T'as pas le level pour être Chuck Norris"" [Mya Frye]
 ",8.28 / 10 
4191,"
        Quand Chuck Norris verse une larme, c'est la tienne.
 ",8.28 / 10 
4192,"
        Hitman a un code barre sur le crâne parce que Chuck Norris l'a acheté pour Noël pour son enfant.
 ",8.28 / 10 
4193,"
        Chuck Norris est toujours dans le coup. Que ce soit dans le coup de poing, dans le coup de pied ou même dans le coup de boule.
 ",8.28 / 10 
4194,"
        Chuck Norris peut faire de l'électro avec une flûte.
 ",8.28 / 10 
4195,"
        Quand chuck norris etait petit il volait le dessert de steven seagal tout les midi a la cantine !
 ",8.28 / 10 
4196,"
        Chuck Norris n'est pas roux, il est effet cuivré.
 ",8.28 / 10 
4197,"
        Tout est relatif, sauf Chuck Norris !
 ",8.28 / 10 
4198,"
        Quand le parachute de Chuck Norris ne s'ouvre pas, la Terre s'écarte.
 ",8.28 / 10 
4199,"
        Le meilleur moyen d'avoir un train SNCF à l'heure, c'est de voyager avec Chuck Norris.
 ",8.28 / 10 
4200,"
        Une fois Chuck Norris a attrapé un cancer. Depuis il l'a apprivoisé.
 ",8.28 / 10 
4201,"
        le Aka n'est pas un champ guerrier maori... c'est la parade amoureuse de chuck norris.
 ",8.28 / 10 
4202,"
        Chuck Norris gagne au Loto en cochant 3 nombres.
 ",8.28 / 10 
4203,"
        Chuck Norris ne se trompe pas, il décide de ce qui est vrai.
 ",8.28 / 10 
4204,"
        Quand Chuck Norris regarde la joconde, la joconde baisse les yeux
 ",8.28 / 10 
4205,"
        Chuck Norris a découvert l'Amérique, ensuite il y est né.
 ",8.28 / 10 
4206,"
        Si tu te bats contre Chuck Norris dans tes rêves, alors tu ne te réveilleras jamais.
 ",8.28 / 10 
4207,"
        Chuck Norris n'a pas de tour dans son sac, seulement un poing dans ta gueule.
 ",8.28 / 10 
4208,"
        Chuck Norris n'utilise les armes que pour éviter une mort affreuse a ses adversaires.
 ",8.28 / 10 
4209,"
        Chuck Norris a fait installer des lumières qui s'allument en tapant dans ses mains chez lui. Il a voulu tester pour voir si ça marche. Les plombs ont sauté.
 ",8.28 / 10 
4210,"
        Chuck Norris est la seule raison pour laquelle les hommes voudraient etre des femmes.
 ",8.28 / 10 
4211,"
        L´Enfer est juste un feu de camp que Chuck Norris a oublié d´éteindre.
 ",8.28 / 10 
4212,"
        Dark Vador arrête sa respiration face à Chuck Norris.
 ",8.28 / 10 
4213,"
        Chuck Norris sait où se trouve la télécommande
 ",8.27 / 10 
4214,"
        Chuck Norris peut gagner au poker en ayant en main un joker, une carte de sortie de prison de Monopoly, un 2 de trèfle, un 7 de carreau et un 4 de UNO...
 ",8.27 / 10 
4215,"
        C'est Chuck Norris qui a appris le rugby à Sebastien Chabal.
 ",8.27 / 10 
4216,"
        George W. Bush a menti a propos des armes de destruction massive en Irak. Tout le monde sait que Chuck Norris n'a jamais vécu là-bas.
 ",8.27 / 10 
4217,"
        Un jour Chuck Norris a donné un coup de pied retourné dans le cou d'un cheval...aujourd'hui ses descendants sont connus sous le nom de girafes.
 ",8.27 / 10 
4218,"
        Chuck Norris ne croit pas au destin, mais il décide du tien
 ",8.27 / 10 
4219,"
        Chuck Norris peut faire un Khaméaméa ou un Final Flash sans ouvrir la bouche, sans se mettre du gel et même sans avoir l'air énervé le moins du monde. 
Mais tout ça c'est des trucs de tapettes, rien ne vaut un bon coup de poing dans la gueule.
 ",8.27 / 10 
4220,"
        Chuck Norris peut comprendre les paroles dans un concert d'Étienne Daho.
 ",8.27 / 10 
4221,"
        Chuck Norris n'as pas de gilet pare balle mais les balles ont des pare Chuck Norris
 ",8.27 / 10 
4222,"
        Quand Chuck Norris voit un mirage, le mirage reste. On ne joue pas des tours à Chuck...
 ",8.27 / 10 
4223,"
        Chuck Norris peut faire sourire Vladimir Poutine
 ",8.27 / 10 
4224,"
        Quand Satan était encore au paradis, Chuck Norris lui a dit ""vas jouer en bas"".
 ",8.27 / 10 
4225,"
        Voir Chuck Norris et mourir ... Souvent dans la même journée.
 ",8.27 / 10 
4226,"
        L'ombre de Chuck Norris se voit dans le noir.
 ",8.27 / 10 
4227,"
        Chuck Norris n'a pas de téléphone portable. Sa voix porte suffisamment loin.
 ",8.27 / 10 
4228,"
        Chuck Norris peut fabriquer un coktail Molotov avec de la grenadine.
 ",8.27 / 10 
4229,"
        Chuck Norris a déja mis un ace a Roger Federer.Sans raquette.
 ",8.27 / 10 
4230,"
        Chuck Norris mesure son pouls sur l'échelle de Richter.
 ",8.27 / 10 
4231,"
        Tout ce que le roi Midas touche devient de l'or. Tout ce que Chuck Norris touche devient mort.
 ",8.27 / 10 
4232,"
        Quand Brune Banner s'énerve, il devient Hulk. Quand Chuck Norris s'énerve il reste Chuck Norris, ça lui suffit.
 ",8.27 / 10 
4233,"
        Toutes les femmes qui ont rencontré Chuck Norris ont connu l'orgasme. Meme celles qu'il a juste regardées.
 ",8.27 / 10 
4234,"
        Le phare d'Alexandrie empéchait Chuck Norris de dormir, voilà pourquoi il n'existe plus.
 ",8.27 / 10 
4235,"
        Pour Halloween, la faucheuse se déguise en Chuck Norris.
 ",8.27 / 10 
4236,"
        Le chien de Chuck Norris lance lui-même son bâton.
 ",8.27 / 10 
4237,"
        Chuck Norris peut casser un sabre laser en deux.
 ",8.27 / 10 
4238,"
        Un jour, une poule a mordu Chuck Norris, voilà pourquoi les poules n'ont pas de dents!
 ",8.27 / 10 
4239,"
        Dans le Seigneur des Anneaux, on a confié l'Anneau à Frodon parce que Chuck Norris était en vacances.
 ",8.27 / 10 
4240,"
        Chuck Norris peut surfer sur le Minitel à 8 méga.
 ",8.27 / 10 
4241,"
        Un jour, un chien a aboyé en voyant passer Chuck Norris. C'est ainsi qu'est né le hot-dog.
 ",8.27 / 10 
4242,"
        Chuck Norris porte une barbe parce qu'aucune lame de rasoir créé jusqu'à ce jour n'est capable de couper un poil de Chuck Norris.
 ",8.27 / 10 
4243,"
        Un jour un type a écorché le nom de Chuck Norris. Chuck Norris a écorché ce type.
 ",8.27 / 10 
4244,"
        A l'université, Chuck Norris ne validait pas des Partiels. Il validait des Complets.
 ",8.27 / 10 
4245,"
        Chuck Norris peut regarder ""Astérix aux jeux olympiques"" sans bailler une seule fois.
 ",8.27 / 10 
4246,"
        Tous les hommes sont mortels
Or Socrate est un homme
Donc Socrate n'est pas Chuck Norris
 ",8.27 / 10 
4247,"
        Chuck Norris peut remplir un verre plus haut que son bord.
 ",8.27 / 10 
4248,"
        Avant que Chuck Norris ne marche dessus , la smart etait un semi remorque.
 ",8.27 / 10 
4249,"
        Chuck Norris n'a pas de coup de barre, c'est lui qui les donne.
 ",8.27 / 10 
4250,"
        Chuck norris peut jouer au solitaire a deux.
 ",8.27 / 10 
